sample id,average perf,perf variance,n average
HumanEval/137,0.994627473256,0.000867231502766,42
HumanEval/138,1,0,42
HumanEval/140,0.906730221969,0.0278888629427,42
HumanEval/141,0.975694993239,0.0201181188589,111
HumanEval/142,1,0,42
HumanEval/143,1,0,42
HumanEval/144,0.971735030646,0.0237687342689,42
HumanEval/145,0.294666111856,0.171993266486,129
HumanEval/146,0.986111111111,0.0136959876543,72
HumanEval/147,0.768115942029,0.161730728838,42
HumanEval/148,0.985025641026,0.0140654652015,70
HumanEval/149,0.921761808172,0.0367272879635,70
HumanEval/150,0.996279761905,0.000595127373866,44
HumanEval/151,0.975764036958,0.0232229905402,42
HumanEval/152,1,0,42
HumanEval/153,1,0,99
HumanEval/154,0.997917258355,8.90618385592e-05,42
HumanEval/155,0.985154061625,0.00767831838618,70
HumanEval/156,0.585804132974,0.219374839054,42
HumanEval/157,1,0,42
HumanEval/158,1,0,72
HumanEval/159,0.902069365365,0.0676970061179,137
HumanEval/160,0.579242297009,0.217971960132,137
HumanEval/161,0.954545454545,0.0433884297521,44
HumanEval/162,1,0,42
HumanEval/163,0.606794183997,0.237093978068,107
