sample id,average perf,perf variance,n average
HumanEval/57,1,0,26
HumanEval/58,1,0,27
HumanEval/59,1,0,26
HumanEval/60,0.978260869565,0.0212665406427,46
HumanEval/61,1,0,45
HumanEval/62,0.935033532552,0.0604977979876,46
HumanEval/63,0.792307692308,0.143818843878,26
HumanEval/64,1,0,45
HumanEval/65,0.883020442219,0.0257296714477,85
HumanEval/66,1,0,45
HumanEval/67,0.911175152097,0.0808711378677,45
HumanEval/68,0.999961805821,3.64698831326e-08,26
HumanEval/69,0.938471544715,0.0530005113358,45
HumanEval/70,1,0,26
HumanEval/71,1,0,26
HumanEval/72,1,0,45
HumanEval/73,1,0,46
HumanEval/74,1,0,26
HumanEval/75,1,0,26
HumanEval/76,0.989842154527,0.00951927417229,104
HumanEval/77,0.999765478424,1.37500924006e-06,26
HumanEval/78,1,0,26
HumanEval/79,1,0,78
HumanEval/80,1,0,26
HumanEval/81,0.636095924453,0.201468430811,80
HumanEval/82,1,0,26
HumanEval/84,1,0,26
HumanEval/85,1,0,26
HumanEval/86,0.915965743998,0.0705358178783,26
HumanEval/87,0.991291727141,0.00189585040476,26
HumanEval/88,1,0,26
HumanEval/89,1,0,104
HumanEval/90,0.999892516458,2.4838330179e-07,45
HumanEval/91,1,0,45
HumanEval/92,1,0,26
HumanEval/93,1,0,26
HumanEval/94,0.934875013765,0.0593955194887,45
HumanEval/95,0.951401311866,0.0129586841843,78
HumanEval/96,1,0,26
HumanEval/97,1,0,26
HumanEval/98,1,0,26
HumanEval/99,0.939635854342,0.0536310406516,70
HumanEval/101,1,0,26
HumanEval/102,1,0,65
HumanEval/103,0.852631578947,0.0597229916898,45
HumanEval/104,0.958087276632,0.0260716799497,26
HumanEval/105,0.859881892783,0.108504705285,26
HumanEval/106,0.701183431953,0.200905518014,26
HumanEval/107,1,0,26
HumanEval/108,0.560306013431,0.126370251228,104
HumanEval/109,1,0,45
HumanEval/110,1,0,70
HumanEval/111,1,0,26
HumanEval/112,0.991354339414,0.00328888766657,45
HumanEval/113,0.11129729253,0.0964489909971,46
HumanEval/114,1,0,26
HumanEval/115,1,0,45
HumanEval/116,0.961379966188,0.0369702491633,26
HumanEval/117,1,0,26
HumanEval/118,0.903647321661,0.0411036757757,76
HumanEval/119,1,0,26
HumanEval/120,0.49239138705,0.0822853819302,26
HumanEval/121,1,0,26
HumanEval/122,0.940187949143,0.0127458329017,45
HumanEval/123,0.925013835086,0.0675238703082,26
HumanEval/124,0.9988,3.76e-06,45
HumanEval/125,1,0,26
HumanEval/126,1,0,64
HumanEval/127,0.978983750491,0.018916140419,104
HumanEval/128,1,0,26
HumanEval/129,0.954089114495,0.0402540711411,45
HumanEval/131,1,0,67
HumanEval/132,0.928369636964,0.022818716945,75
HumanEval/133,1,0,26
HumanEval/134,0.999265932599,1.40903889097e-05,45
HumanEval/135,0.940147539737,0.0457410050323,27
HumanEval/136,1,0,26
HumanEval/137,1,0,26
HumanEval/138,1,0,26
HumanEval/140,0.878179589335,0.0338053066031,26
HumanEval/141,0.978205544726,0.0175552936188,72
HumanEval/142,1,0,26
HumanEval/143,1,0,26
HumanEval/144,0.954683929931,0.0376295919474,26
HumanEval/145,0.45134194831,0.212698063606,80
HumanEval/146,0.978260869565,0.0212665406427,46
HumanEval/147,0.663879598662,0.196678448787,26
HumanEval/148,0.998928774929,5.04723175948e-06,45
HumanEval/149,0.878296146045,0.0518413982366,45
HumanEval/150,0.993937389771,0.000955636312595,27
HumanEval/151,0.961232300038,0.0369592131778,26
HumanEval/152,1,0,26
HumanEval/153,1,0,64
HumanEval/154,0.996635571188,0.000139556978596,26
HumanEval/155,0.976906318083,0.0117535800571,45
HumanEval/156,0.33091436865,0.183831661123,26
HumanEval/157,1,0,26
HumanEval/158,1,0,46
HumanEval/159,1,0,104
HumanEval/160,0.636615044248,0.229395311926,104
HumanEval/161,0.962962962963,0.0356652949246,27
HumanEval/162,1,0,26
HumanEval/163,0.969059368472,0.0275861508036,67
