sample id,average perf,perf variance,n average
HumanEval/108,0.710283251232,0.125832793234,29
HumanEval/109,1,0,29
HumanEval/110,0.973495873712,0.0094833275892,29
HumanEval/111,1,0,12
HumanEval/112,0.965517241379,0.0332936979786,29
HumanEval/113,0.516587057515,0.249267308795,31
HumanEval/114,1,0,12
HumanEval/115,0.792846752802,0.0887740086978,29
HumanEval/116,0.999885531136,1.44134330261e-07,12
HumanEval/117,1,0,12
HumanEval/118,0.917826871362,0.0296926055954,29
HumanEval/119,1,0,12
HumanEval/120,0.699472469502,0.134810985088,12
HumanEval/121,1,0,12
HumanEval/122,0.969154228856,0.00937784913142,29
HumanEval/123,1,0,12
HumanEval/124,0.997827586207,6.14268727705e-06,29
HumanEval/125,0.974825318537,0.00672611901129,12
HumanEval/126,0.997953545482,2.01022852435e-05,29
HumanEval/127,0.824179051871,0.0767292151005,29
HumanEval/128,1,0,12
HumanEval/129,0.709084544022,0.188738842924,29
HumanEval/131,1,0,29
HumanEval/132,0.960293615568,0.00423753890441,29
HumanEval/133,1,0,12
HumanEval/134,0.995443719582,8.24811699896e-05,29
HumanEval/135,1,0,14
HumanEval/136,1,0,12
HumanEval/137,1,0,12
HumanEval/138,1,0,12
HumanEval/140,0.909528552457,0.0246435958248,12
HumanEval/141,0.979431336963,0.00985955824293,29
HumanEval/142,1,0,12
HumanEval/143,1,0,12
HumanEval/144,1,0,12
HumanEval/145,0.191026256256,0.108388816274,29
HumanEval/146,0.967741935484,0.0312174817898,31
HumanEval/147,0.755797101449,0.178921970174,12
HumanEval/148,0.999292661362,2.40157415681e-06,29
HumanEval/149,0.943344757641,0.0278184095514,29
HumanEval/150,1,0,14
HumanEval/151,0.999668325041,5.50041390615e-07,12
HumanEval/152,1,0,12
HumanEval/153,1,0,29
HumanEval/154,1,0,12
HumanEval/155,1,0,29
HumanEval/156,0.712264150943,0.183598848938,12
HumanEval/157,1,0,12
HumanEval/158,1,0,31
HumanEval/159,0.782288082028,0.124421007971,29
HumanEval/160,0.536161122978,0.203560169923,29
HumanEval/161,1,0,14
HumanEval/162,1,0,12
HumanEval/163,0.515143037001,0.247800034294,29
